Parallel_bps,Twist_bps,Butterfly_bps,PortfolioPnL_INR,Loss_INR
4.967141530112327,-1.4045499147354088,3.2078518034977015,-82680.02833150064,82680.02833150064
15.230298564080254,-3.401385201075348,-0.6508642748208455,-221488.32198839466,221488.32198839466
15.792128155073915,1.2916111400776917,-0.551225863444611,-204549.0038302007,204549.0038302007
5.425600435859646,-3.0242015843989654,-2.5353046799400807,-82483.37303322721,82483.37303322721
2.419622715660341,-9.488708550727441,-10.511132942024817,-55372.706210653254,55372.706210653254
-5.622875292409727,-3.987465256648794,0.014627274874029563,54684.805109968474,-54684.805109968474
-9.08024075521211,-5.374223211768107,4.917613795586651,81213.99140929415,-81213.99140929415
-2.2577630048653567,0.660753458995394,-6.908264463715494,51860.542274416686,-51860.542274416686
-5.443827245251827,1.3456411200224196,-5.693932525051553,95252.09235717019,-95252.09235717019
3.7569801834567196,-3.4284109885248344,-1.9441457493411893,-63668.1690585972,63668.1690585972
-6.017066122293969,9.737363779006525,1.8669725044195111,127620.82358713895,-127620.82358713895
-10.577109289559004,5.50985557634029,-5.429859264014755,185714.69155364606,-185714.69155364606
2.088635950047554,-9.660326157579734,-8.66871480389209,-56605.65366423161,56605.65366423161
1.9686123586912352,3.2269692441659394,1.8158098657252497,-14213.634205116581,14213.634205116581
-1.1564828238824052,-1.2627006709883255,-7.5571445552875645,28555.184075017118,-28555.184075017118
-7.198442083947087,-1.1173405939632521,4.187140917317785,80221.95762497521,-80221.95762497521
3.436182895684614,-8.924593023716362,-0.38933932589244513,-92393.25699548579,92393.25699548579
-3.8508228041631654,-2.651088741342664,1.943767789927411,32847.10769931298,-32847.10769931298
10.30999522495951,2.895423781881996,-2.4124389530720465,-117376.8273832916,117376.8273832916
-3.092123758512146,2.0438444298355867,4.9533713661936,39582.792719080884,-39582.792719080884
-4.791742378452899,-0.16677552290491035,-5.803313378086572,78767.20886780263,-78767.20886780263
-11.962066240806708,5.669811106847847,6.927536401900234,173112.55067662653,-173112.55067662653
-0.7201012158033384,4.8945620384242545,2.919277762040988,27950.75166183582,-27950.75166183582
-6.451197546051243,2.691426808479136,7.536701068436251,81551.63972987064,-81551.63972987064
-0.35826039109951535,7.516613656311445,-10.776326215782529,72499.40180294533,-72499.40180294533
8.219025043752238,-0.8176657027587986,-0.9273196773743209,-112656.98969067854,112656.98969067854
0.917607765355023,-9.617740680580859,-3.4104715209194643,-54263.99533491559,54263.99533491559
3.5711257151174642,6.513436466830288,-0.5413188765781911,-12337.411289330017,12337.411289330017
-8.084936028931876,-1.1804881629720207,3.409211400056436,93855.456518656,-93855.456518656
3.2875110965968446,-3.0199217931095634,2.00310542281793,-65442.41868900917,65442.41868900917
0.9707754934804038,4.474525819605286,-2.1723086893558508,16179.00884091769,-16179.00884091769
-3.2766214659776822,-1.378743472443167,-7.700425890871897,56883.789240119,-56883.789240119
2.9612027706457607,0.800973873747971,0.4874504109989024,-36941.21896021512,36941.21896021512
-2.345871333751469,-6.39900747683969,-3.853876424370447,7851.270071590721,-7851.270071590721
-3.427145165267695,-3.312546912791041,-1.9169968566073963,33678.54706078521,-33678.54706078521
4.040508568145384,8.39045707640157,3.318503288420218,-18784.817028649395,18784.817028649395
2.5755039072276436,-0.7414099732578003,-9.222238920581292,-14655.411413021153,14655.411413021153
-0.2651387544921688,0.32705060503541405,11.94859884269707,-25747.54937196277,25747.54937196277
