Actual_Price,Random_Forest_Predicted,XGBoost_Predicted,Neural_Network_Predicted,RF_Error,XGB_Error,NN_Error
100.1401,99.44025800000013,100.02131,100.74402476921843,-0.699841999999876,-0.11879110107422264,0.6039247692184233
97.861,97.41421699999995,96.0993,97.7794107792406,-0.4467830000000532,-1.7617034301757855,-0.08158922075939756
100.4584,100.42831349999982,100.447014,101.48552142219637,-0.03008650000018065,-0.011386145019528726,1.0271214221963731
84.0622,84.98917199999981,86.154205,86.0800647495541,0.9269719999998074,2.0920053222656207,2.017864749554093
97.5288,97.87458499999995,96.55794,96.4950085191387,0.3457849999999496,-0.9708623779296914,-1.0337914808613107
99.1451,98.49685150000016,99.18823,99.5300034968201,-0.6482484999998377,0.04313242187500066,0.38490349682010105
100.3597,100.15215949999998,100.980156,100.57044058318225,-0.20754050000002167,0.6204559448242151,0.2107405831822433
96.048,96.28415449999991,95.832,95.86670472638644,0.23615449999991256,-0.21599926757812682,-0.18129527361355713
98.6743,98.55315149999998,98.08649,97.3868072620704,-0.12114850000001809,-0.5878131835937523,-1.2874927379295968
99.8596,99.81704200000014,99.77754,99.50326831242359,-0.04255799999985754,-0.08205788574218786,-0.3563316875764144
91.8219,97.21838350000021,101.65531,89.80986127696222,5.396483500000215,9.833411584472657,-2.012038723037776
105.2365,103.90574400000014,103.48077,105.91777004360777,-1.330755999999866,-1.7557337036132878,0.6812700436077677
100.1603,100.71101349999992,100.65256,99.66399909545832,0.5507134999999153,0.49225737304686845,-0.49630090454168396
87.7314,89.77688449999997,88.95858,90.14163398121286,2.045484499999972,1.2271800170898501,2.410233981212869
99.3331,99.50465200000008,99.09183,98.06661715915946,0.17155200000007653,-0.24127260742187673,-1.2664828408405384
84.6358,93.14662950000006,88.98574,83.62960837614675,8.510829500000057,4.3499406616210905,-1.0061916238532547
106.6746,84.22144850000024,94.58698,90.77710319881088,-22.453151499999763,-12.087617272949217,-15.89749680118912
101.4609,99.86856200000015,100.3001,102.3626272095578,-1.5923379999998417,-1.1607977661132765,0.901727209557805
102.6904,101.96570200000005,102.26788,101.23489656682786,-0.7246979999999468,-0.4225166992187468,-1.4555034331721401
100.9576,100.18237699999992,100.20515,99.91778622686324,-0.7752230000000822,-0.7524532104492181,-1.039813773136757
82.2688,87.89977799999991,86.983864,86.08324863135114,5.630977999999914,4.715063830566407,3.8144486313511408
98.8218,98.62449649999981,98.68201,98.35597077318408,-0.1973035000001886,-0.1397931640624961,-0.465829226815913
92.6942,93.31453749999997,92.512344,91.77452112497454,0.6203374999999767,-0.18185563964843254,-0.9196788750254541
99.5119,97.21217900000009,98.95432,100.76520956911342,-2.2997209999999058,-0.5575771850585909,1.2533095691134264
101.5514,101.48295500000003,101.49382,101.727765305424,-0.06844499999996856,-0.0575798095703135,0.17636530542399953
99.2232,98.65423800000006,98.275345,98.05411894088435,-0.5689619999999422,-0.9478551513671931,-1.1690810591156549
88.6208,80.02683200000023,85.38881,76.90228042774345,-8.593967999999776,-3.23199079589844,-11.718519572256554
90.94,91.36209850000006,91.095825,88.61504664518651,0.422098500000061,0.15582519531250227,-2.3249533548134877
97.8414,98.43205350000005,98.49382,96.76178190238586,0.5906535000000588,0.6524201904296945,-1.07961809761413
92.391,95.1037894999999,93.709785,90.61298980291322,2.7127894999999,1.318785461425776,-1.778010197086786
87.328,88.58458749999994,89.37419,88.11171928597238,1.256587499999938,2.0461912841796845,0.7837192859723814
101.0889,101.09820900000015,100.92511,102.61714441582657,0.009309000000158107,-0.16379013671874532,1.5282444158265776
104.9419,105.5390699999999,105.18351,103.15278721234746,0.5971699999998918,0.2416098266601523,-1.7891127876525417
95.9488,94.17731699999999,94.5941,97.4061880495949,-1.7714830000000177,-1.3546990478515681,1.457388049594897
98.8992,99.36795849999999,99.45508,100.34138815383393,0.46875849999999275,0.5558781250000067,1.4421881538339392
98.7247,98.3379270000001,98.726135,96.75002433175163,-0.38677299999990566,0.0014352539062514325,-1.9746756682483664
94.4229,94.35189550000007,93.56046,95.3486325948322,-0.07100449999992975,-0.8624370483398422,0.9257325948321977
99.5429,99.17823149999998,98.79084,99.51368872398281,-0.3646685000000218,-0.7520598510742218,-0.0292112760171932
84.4923,87.7493249999999,87.58886,86.93946988980254,3.2570249999998993,3.0965595581054686,2.447169889802538
93.2813,94.37803550000004,94.44694,94.39602858302081,1.0967355000000367,1.1656375610351546,1.1147285830208062
101.0333,100.44110150000004,100.31998,100.13343975871723,-0.5921984999999523,-0.713323193359372,-0.8998602412827665
98.7197,98.23711349999998,98.2572,98.4755093981649,-0.4825865000000249,-0.4624978515625031,-0.24419060183510055
100.601,94.62272900000008,97.7596,101.97614752909338,-5.978270999999921,-2.8414022216796866,1.3751475290933826
105.4588,103.87582900000011,103.4746,106.50164412087263,-1.5829709999998869,-1.9841982543945278,1.0428441208726298
94.7843,95.04081000000004,94.68047,95.00114325414712,0.2565100000000342,-0.10382667236328302,0.2168432541471219
91.4377,94.50883900000008,93.46245,94.53182403884891,3.0711390000000733,2.024748120117181,3.0941240388489035
99.7501,99.35799449999996,99.12249,100.08769005373026,-0.3921055000000422,-0.6276100708007846,0.33759005373025275
97.9782,98.33871600000016,97.7459,98.02761991190259,0.3605160000001604,-0.23229698486328232,0.04941991190258932
101.7387,100.94670549999994,101.213036,103.57292267887425,-0.7919945000000581,-0.5256644165039006,1.834222678874255
93.6185,96.57582900000014,96.67009,91.8815037259997,2.9573290000001435,3.05158972167969,-1.7369962740002904
96.2643,98.72117850000012,98.50141,95.59429653222422,2.4568785000001157,2.2371114379882755,-0.6700034677757856
99.1462,99.64677750000014,100.002106,98.30170511278153,0.5005775000001478,0.8559057128906318,-0.8444948872184597
82.028,86.286573,85.745056,82.24912642172384,4.258572999999998,3.717056152343744,0.221126421723838
94.5856,92.22214999999994,94.14352,94.79835365507996,-2.363450000000057,-0.4420834594726557,0.2127536550799647
99.6891,99.44468099999989,100.305565,100.6671510265656,-0.2444190000001072,0.6164648803710975,0.978051026565609
76.0136,86.02974400000018,91.208145,72.48102807996392,10.016144000000182,15.194545141601566,-3.5325719200360766
100.391,100.35794149999997,100.401566,101.68156577607209,-0.03305850000003829,0.010565551757807157,1.2905657760720857
99.6965,99.19190300000002,99.669525,99.98200898204757,-0.5045969999999755,-0.02697485351562534,0.285508982047574
98.966,99.65025699999993,99.737045,98.57486546926775,0.6842569999999313,0.7710452880859435,-0.3911345307322449
99.7445,98.95215400000001,98.88254,99.55294298637097,-0.7923459999999949,-0.8619621582031272,-0.191557013629037
